1 1 1.5974e-06 0.00125203
1 2 1.99795e-05 0.000100103
1 4 3.16858e-05 6.31197e-05
1 6 4.1604e-05 4.80723e-05
2 1 1.69277e-06 0.00945195
2 2 1.94073e-05 0.000824433
2 4 3.14951e-05 0.000508016
2 6 4.1914e-05 0.000381734
3 1 1.81198e-06 0.0298016
3 2 2.02894e-05 0.00266149
3 4 3.19958e-05 0.00168772
3 6 4.251e-05 0.00127029
4 1 2.19345e-06 0.0583555
4 2 1.93119e-05 0.00662804
4 4 3.77893e-05 0.0033872
4 6 4.16994e-05 0.00306959
5 1 2.69413e-06 0.0927943
5 2 1.92165e-05 0.0130096
5 4 3.34024e-05 0.00748448
5 6 4.45843e-05 0.00560736
6 1 4.29153e-06 0.100663
6 2 1.92165e-05 0.0224806
6 4 3.25203e-05 0.013284
6 6 4.46081e-05 0.00968434
7 1 1.20878e-05 0.0567513
7 2 2.36034e-05 0.0290636
7 4 3.85046e-05 0.0178161
7 6 4.59194e-05 0.0149392
8 1 6.91414e-06 0.148102
8 2 2.22921e-05 0.0459355
8 4 3.59774e-05 0.0284623
8 6 2.77042e-05 0.0369619
9 1 4.1008e-06 0.35554
9 2 1.06812e-05 0.136502
9 4 2.16961e-05 0.067201
9 6 2.62022e-05 0.0556442
10 1 5.60284e-06 0.356962
10 2 1.28031e-05 0.156212
10 4 1.91927e-05 0.104206
10 6 3.10183e-05 0.0644782
11 1 6.79493e-06 0.391763
11 2 1.47104e-05 0.18096
11 4 1.74999e-05 0.152115
11 6 2.52962e-05 0.105233
12 1 7.31945e-06 0.472167
12 2 3.24011e-05 0.106663
12 4 3.91006e-05 0.0883873
12 6 5.52893e-05 0.0625076
13 1 2.33889e-05 0.187867
13 2 3.42131e-05 0.12843
13 4 4.49181e-05 0.0978226
13 6 5.85079e-05 0.0751009
14 1 2.47002e-05 0.222185
14 2 3.33071e-05 0.16477
14 4 4.81844e-05 0.113896
14 6 5.79119e-05 0.0947647
15 1 3.36885e-05 0.200365
15 2 4.07934e-05 0.165468
15 4 4.18186e-05 0.161411
15 6 6.16074e-05 0.109565
16 1 4.00066e-05 0.204766
16 2 3.53813e-05 0.231535
16 4 4.46081e-05 0.183644
16 6 6.89983e-05 0.118727
17 1 4.8399e-05 0.203021
17 2 4.1008e-05 0.239612
17 4 4.67062e-05 0.210379
17 6 0.000120187 0.0817561
18 1 5.41925e-05 0.215233
18 2 5.0211e-05 0.2323
18 4 6.07014e-05 0.192154
18 6 7.25985e-05 0.160665
19 1 6.73056e-05 0.203817
19 2 6.21796e-05 0.220619
19 4 3.19004e-05 0.430026
19 6 4.3416e-05 0.315966
20 1 4.29869e-05 0.372207
20 2 3.81947e-05 0.418907
20 4 3.7384e-05 0.42799
20 6 3.98159e-05 0.401849
21 1 4.94003e-05 0.374937
21 2 6.05106e-05 0.306095
21 4 4.86851e-05 0.380445
21 6 0.000101399 0.182664
22 1 8.05855e-05 0.264266
22 2 3.2711e-05 0.651034
22 4 4.65155e-05 0.457826
22 6 7.02858e-05 0.302992
23 1 6.19173e-05 0.393008
23 2 4.61817e-05 0.526919
23 4 4.36068e-05 0.558033
23 6 4.40836e-05 0.551997
24 1 7.30038e-05 0.37872
24 2 4.78029e-05 0.578375
24 4 5.47171e-05 0.50529
24 6 4.55856e-05 0.606507
25 1 8.18014e-05 0.382023
25 2 4.27961e-05 0.730206
25 4 6.96898e-05 0.448416
25 6 4.63009e-05 0.674933
26 1 6.7997e-05 0.516964
26 2 4.68016e-05 0.751086
26 4 4.20094e-05 0.836766
26 6 4.56095e-05 0.770717
27 1 7.66039e-05 0.51389
27 2 4.91142e-05 0.801519
27 4 6.17027e-05 0.637994
27 6 5.10931e-05 0.770476
28 1 8.60929e-05 0.50996
28 2 5.6982e-05 0.770488
28 4 4.11034e-05 1.06814
28 6 4.9901e-05 0.879822
29 1 9.15051e-05 0.533063
29 2 6.17027e-05 0.790532
29 4 4.69923e-05 1.038
29 6 5.37872e-05 0.90687
30 1 0.000107598 0.501867
30 2 6.7997e-05 0.794153
30 4 6.43015e-05 0.839794
30 6 6.44922e-05 0.83731
31 1 0.000126314 0.471697
31 2 8.57115e-05 0.695146
31 4 5.35965e-05 1.11168
31 6 7.31945e-05 0.814023
32 1 0.000149989 0.436938
32 2 0.000161719 0.405245
32 4 5.42164e-05 1.20879
32 6 7.02143e-05 0.933372
33 1 0.000150418 0.477828
33 2 8.67128e-05 0.828874
33 4 5.91993e-05 1.2141
33 6 6.79016e-05 1.0585
34 1 0.000152183 0.516537
34 2 8.91924e-05 0.881331
34 4 8.15868e-05 0.963489
34 6 7.88927e-05 0.996391
35 1 0.000172615 0.49677
35 2 0.000100303 0.854912
35 4 0.000114298 0.750233
35 6 7.73907e-05 1.10801
36 1 0.000195599 0.477059
36 2 0.0001297 0.719446
36 4 8.73089e-05 1.06876
36 6 8.68082e-05 1.07492
37 1 0.000413895 0.244763
37 2 0.000184608 0.548764
37 4 0.000160694 0.630428
37 6 9.59158e-05 1.0562
38 1 0.000266385 0.411975
38 2 0.000126815 0.865388
38 4 0.00013051 0.840884
38 6 0.000150108 0.731099
39 1 0.000363994 0.325934
39 2 0.000215721 0.54996
39 4 0.000177002 0.670264
39 6 0.000220299 0.538532
40 1 0.000241494 0.530033
40 2 0.000293994 0.435383
40 4 0.000202584 0.631836
40 6 0.000162816 0.786163
41 1 0.000309896 0.4448
41 2 0.00026629 0.517639
41 4 0.000193119 0.713767
41 6 0.000121689 1.13274
42 1 0.000509 0.291112
42 2 0.000251317 0.589598
42 4 9.62019e-05 1.54026
42 6 0.000187492 0.790304
43 1 0.000489497 0.324852
43 2 0.000183511 0.86651
43 4 0.000178099 0.892842
43 6 0.000174093 0.913384
44 1 0.000399208 0.426765
44 2 0.000210285 0.810176
44 4 0.00015409 1.10564
44 6 0.000143409 1.18799
45 1 0.000356722 0.510902
45 2 0.000204611 0.890715
45 4 0.000198293 0.919096
45 6 0.000151491 1.20304
46 1 0.000449204 0.433371
46 2 0.000261307 0.744994
46 4 0.000132704 1.46697
46 6 0.000168419 1.15588
47 1 0.000833797 0.249037
47 2 0.000300384 0.69127
47 4 0.000228786 0.907597
47 6 0.000194883 1.06549
48 1 0.000546098 0.405026
48 2 0.000251198 0.880517
48 4 0.000244212 0.905704
48 6 0.000178099 1.24192
49 1 0.00128939 0.182488
49 2 0.00032618 0.721374
49 4 0.000181413 1.29703
49 6 0.000229192 1.02664
50 1 0.000611496 0.408833
50 2 0.000496078 0.503953
50 4 0.000284195 0.879678
50 6 0.000213504 1.17094
51 1 0.000610995 0.434213
51 2 0.000418401 0.634086
51 4 0.000278902 0.951237
51 6 0.000490904 0.540436
52 1 0.000727797 0.386394
52 2 0.000347805 0.808545
52 4 0.000279307 1.00683
52 6 0.000372481 0.75498
53 1 0.000725985 0.410138
53 2 0.000376797 0.790224
53 4 0.000396705 0.750568
53 6 0.000240302 1.23908
54 1 0.000751901 0.418843
54 2 0.000385904 0.816078
54 4 0.000422692 0.745053
54 6 0.000234699 1.34184
55 1 0.000743198 0.447727
55 2 0.00110111 0.302194
55 4 0.000506783 0.656593
55 6 0.000241995 1.37503
56 1 0.000707984 0.496102
56 2 0.000355697 0.987448
56 4 0.00023129 1.51858
56 6 0.000254893 1.37796
57 1 0.00087018 0.425643
57 2 0.00054462 0.680082
57 4 0.000207305 1.78667
57 6 0.000262713 1.40985
58 1 0.000875878 0.445523
58 2 0.000469613 0.830948
58 4 0.000805402 0.484508
58 6 0.00063529 0.614245
59 1 0.0020282 0.202523
59 2 0.000966096 0.425173
59 4 0.000269985 1.52141
59 6 0.000297999 1.37839
60 1 0.000926781 0.46613
60 2 0.000851393 0.507404
60 4 0.000785899 0.549689
60 6 0.000558686 0.773243
61 1 0.00175271 0.259006
61 2 0.00064559 0.703174
61 4 0.000623703 0.72785
61 6 0.000762081 0.595687
62 1 0.00211089 0.225808
62 2 0.000508499 0.937378
62 4 0.000468802 1.01675
62 6 0.000418401 1.13923
63 1 0.0010278 0.486568
63 2 0.00089159 0.560901
63 4 0.0010324 0.484399
63 6 0.00037291 1.34106
64 1 0.00164509 0.318699
64 2 0.000821304 0.63836
64 4 0.000510001 1.02801
64 6 0.000440598 1.18995
65 1 0.0013274 0.41378
65 2 0.000626302 0.876973
65 4 0.000316811 1.73369
65 6 0.00121791 0.450976
66 1 0.0019819 0.290121
66 2 0.000884199 0.650297
66 4 0.000490904 1.17129
66 6 0.000394297 1.45827
67 1 0.0013541 0.444226
67 2 0.000690389 0.871286
67 4 0.000609422 0.987044
67 6 0.000479412 1.25472
68 1 0.00197229 0.318849
68 2 0.0012918 0.486812
68 4 0.000747609 0.841167
68 6 0.000620413 1.01362
69 1 0.00156751 0.419148
69 2 0.00092411 0.710973
69 4 0.000685287 0.958749
69 6 0.000437307 1.50242
70 1 0.001438 0.477052
70 2 0.000734091 0.934489
70 4 0.00037961 1.80712
70 6 0.000464582 1.47659
71 1 0.0016602 0.431165
71 2 0.000821185 0.871694
71 4 0.000454497 1.57498
71 6 0.000479293 1.4935
72 1 0.00148988 0.501045
72 2 0.00129311 0.577287
72 4 0.000743198 1.00444
72 6 0.000493693 1.51206
73 1 0.00197482 0.393977
73 2 0.00146251 0.531986
73 4 0.000414109 1.87881
73 6 0.000536895 1.44914
74 1 0.0017067 0.474864
74 2 0.0021966 0.368956
74 4 0.000656319 1.23484
74 6 0.000546193 1.48381
75 1 0.001981 0.425922
75 2 0.00179782 0.469319
75 4 0.00102389 0.824064
75 6 0.000737309 1.14436
76 1 0.0022485 0.390461
76 2 0.000876498 1.00166
76 4 0.000591993 1.48304
76 6 0.0007447 1.17893
77 1 0.0032707 0.279166
77 2 0.0011364 0.803474
77 4 0.000802994 1.13708
77 6 0.00063529 1.43724
78 1 0.0027446 0.345807
78 2 0.0013258 0.715874
78 4 0.00103321 0.918597
78 6 0.000673604 1.40899
79 1 0.0024143 0.408433
79 2 0.001754 0.562189
79 4 0.0010128 0.973614
79 6 0.00068481 1.43993
80 1 0.00247669 0.413455
80 2 0.00119121 0.85963
80 4 0.00177419 0.577164
80 6 0.000726295 1.4099
81 1 0.0022929 0.463555
81 2 0.00109551 0.970217
81 4 0.00161328 0.658832
81 6 0.00103512 1.02682
82 1 0.00407722 0.270463
82 2 0.00151341 0.728643
82 4 0.000798607 1.38082
82 6 0.00172579 0.638974
83 1 0.00253301 0.451469
83 2 0.0013454 0.849991
83 4 0.000786901 1.45326
83 6 0.000764799 1.49526
84 1 0.00298111 0.397639
84 2 0.0014426 0.821717
84 4 0.00123479 0.960005
84 6 0.00145781 0.813143
85 1 0.0030071 0.40845
85 2 0.00150778 0.814607
85 4 0.0014786 0.830684
85 6 0.00135441 0.906854
86 1 0.0031872 0.399131
86 2 0.0019424 0.654919
86 4 0.000938606 1.35532
86 6 0.00103002 1.23504
87 1 0.0032609 0.403878
87 2 0.00145528 0.904983
87 4 0.00088172 1.49368
87 6 0.000889802 1.48011
88 1 0.00342441 0.398009
88 2 0.00228422 0.596679
88 4 0.00159969 0.852003
88 6 0.000962591 1.41591
89 1 0.0032424 0.434844
89 2 0.00169759 0.830554
89 4 0.00118778 1.18704
89 6 0.000931501 1.51362
90 1 0.0039798 0.36635
90 2 0.00264132 0.551997
90 4 0.0014935 0.976229
90 6 0.0010926 1.33443
91 1 0.00392189 0.38429
91 2 0.00178049 0.846478
91 4 0.000836802 1.80107
91 6 0.00104239 1.44585
92 1 0.00364058 0.427782
92 2 0.00173471 0.897773
92 4 0.000844193 1.84481
92 6 0.0011034 1.41143
93 1 0.0037991 0.423446
93 2 0.0031569 0.509587
93 4 0.00159149 1.01082
93 6 0.0011173 1.43982
94 1 0.00396311 0.419157
94 2 0.0020555 0.808157
94 4 0.0013484 1.23195
94 6 0.0011219 1.48067
95 1 0.00420141 0.408137
95 2 0.0019212 0.892541
95 4 0.0012778 1.34195
95 6 0.00126419 1.3564
96 1 0.00461149 0.383709
96 2 0.0019562 0.904545
96 4 0.00157011 1.12698
96 6 0.00158522 1.11623
97 1 0.00416081 0.4387
97 2 0.002721 0.670837
97 4 0.00173941 1.04941
97 6 0.00122972 1.48436
98 1 0.00408139 0.461211
98 2 0.00251632 0.748071
98 4 0.00124772 1.50866
98 6 0.00125439 1.50063
99 1 0.00529771 0.366309
99 2 0.0028862 0.672371
99 4 0.0020643 0.940076
99 6 0.0013412 1.44691
100 1 0.00474951 0.421096
100 2 0.00209069 0.956621
100 4 0.001068 1.87267
100 6 0.0013747 1.45487
