1 80 80 80 451
2 80 159 112 456
3 80 237 161 521
4 80 314 174 564
5 80 390 203 512
6 80 465 238 552
7 80 539 249 531
8 80 612 259 565
9 80 684 302 579
10 80 755 287 590
11 80 825 322 579
12 80 894 316 651
13 80 962 331 601
14 80 1029 344 592
15 80 1095 349 614
16 80 1160 374 621
17 80 1224 383 620
18 80 1287 387 679
19 80 1349 392 695
20 80 1410 395 716
21 80 1470 411 698
22 80 1529 415 731
23 80 1587 421 723
24 80 1644 432 734
25 80 1700 452 710
26 80 1755 466 746
27 80 1809 459 746
28 80 1862 469 751
29 80 1914 479 778
30 80 1965 490 792
31 80 2015 486 784
32 80 2064 500 768
33 80 2112 500 821
34 80 2159 517 839
35 80 2205 529 833
36 80 2250 537 829
37 80 2294 537 837
38 80 2337 550 856
39 80 2379 554 869
40 80 2420 566 872
41 80 2460 569 866
42 80 2499 588 888
43 80 2537 594 909
44 80 2574 597 907
45 80 2610 594 885
46 80 2645 611 894
47 80 2679 609 919
48 80 2712 633 932
49 80 2744 633 942
50 80 2775 636 929
51 80 2805 643 961
52 80 2834 659 956
53 80 2862 659 968
54 80 2889 669 991
55 80 2915 673 993
56 80 2940 680 1002
57 80 2964 679 988
58 80 2987 693 1005
59 80 3009 691 1005
60 80 3030 701 1014
61 80 3050 699 1017
62 80 3069 717 1020
63 80 3087 721 1028
64 80 3104 733 1060
65 80 3120 738 1070
66 80 3135 752 1080
67 80 3149 753 1077
68 80 3162 756 1077
69 80 3174 775 1108
70 80 3185 776 1105
71 80 3195 788 1112
72 80 3204 784 1110
73 80 3212 796 1123
74 80 3219 809 1132
75 80 3225 813 1143
76 80 3230 811 1141
77 80 3234 828 1167
78 80 3237 826 1159
79 80 3239 846 1171
80 80 3240 841 1178
