1 200 200 200 1464
2 200 399 326 1438
3 200 597 401 1551
4 200 794 469 1513
5 200 990 542 1561
6 200 1185 606 1637
7 200 1379 609 1543
8 200 1572 735 1577
9 200 1764 691 1715
10 200 1955 726 1708
11 200 2145 758 1678
12 200 2334 762 1810
13 200 2522 798 1721
14 200 2709 825 1697
15 200 2895 831 1758
16 200 3080 866 1792
17 200 3264 857 1910
18 200 3447 866 1913
19 200 3629 955 1906
20 200 3810 923 1907
21 200 3990 988 1912
22 200 4169 972 1891
23 200 4347 1034 1947
24 200 4524 998 1945
25 200 4700 1002 2015
26 200 4875 1050 1959
27 200 5049 1045 2000
28 200 5222 1072 2080
29 200 5394 1058 2078
30 200 5565 1085 2053
31 200 5735 1090 2034
32 200 5904 1110 2044
33 200 6072 1125 2077
34 200 6239 1134 2046
35 200 6405 1152 2078
36 200 6570 1153 2071
37 200 6734 1188 2050
38 200 6897 1196 2213
39 200 7059 1173 2161
40 200 7220 1220 2203
41 200 7380 1250 2227
42 200 7539 1226 2191
43 200 7697 1237 2250
44 200 7854 1241 2261
45 200 8010 1297 2221
46 200 8165 1271 2236
47 200 8319 1309 2211
48 200 8472 1307 2231
49 200 8624 1324 2244
50 200 8775 1309 2287
51 200 8925 1329 2296
52 200 9074 1331 2318
53 200 9222 1347 2297
54 200 9369 1382 2339
55 200 9515 1369 2331
56 200 9660 1394 2339
57 200 9804 1376 2409
58 200 9947 1407 2379
59 200 10089 1412 2391
60 200 10230 1413 2376
61 200 10370 1430 2413
62 200 10509 1429 2394
63 200 10647 1447 2384
64 200 10784 1446 2432
65 200 10920 1463 2432
66 200 11055 1497 2420
67 200 11189 1485 2460
68 200 11322 1495 2465
69 200 11454 1499 2486
70 200 11585 1515 2484
71 200 11715 1527 2507
72 200 11844 1529 2526
73 200 11972 1552 2497
74 200 12099 1545 2521
75 200 12225 1551 2551
76 200 12350 1572 2574
77 200 12474 1594 2504
78 200 12597 1618 2602
79 200 12719 1606 2614
80 200 12840 1632 2567
81 200 12960 1651 2601
82 200 13079 1649 2621
83 200 13197 1633 2648
84 200 13314 1661 2647
85 200 13430 1661 2658
86 200 13545 1673 2613
87 200 13659 1688 2699
88 200 13772 1686 2652
89 200 13884 1701 2689
90 200 13995 1718 2719
91 200 14105 1727 2700
92 200 14214 1730 2721
93 200 14322 1731 2751
94 200 14429 1731 2769
95 200 14535 1758 2719
96 200 14640 1753 2735
97 200 14744 1758 2764
98 200 14847 1777 2800
99 200 14949 1791 2815
100 200 15050 1785 2771
101 200 15150 1796 2810
102 200 15249 1811 2788
103 200 15347 1823 2815
104 200 15444 1823 2816
105 200 15540 1854 2871
106 200 15635 1842 2846
107 200 15729 1860 2867
108 200 15822 1868 2869
109 200 15914 1876 2873
110 200 16005 1887 2878
111 200 16095 1891 2913
112 200 16184 1897 2874
113 200 16272 1892 2926
114 200 16359 1914 2939
115 200 16445 1920 2904
116 200 16530 1925 2921
117 200 16614 1932 2942
118 200 16697 1937 2968
119 200 16779 1935 2945
120 200 16860 1961 2950
121 200 16940 1972 2987
122 200 17019 1974 2980
123 200 17097 1975 2987
124 200 17174 1983 3020
125 200 17250 1993 3016
126 200 17325 2006 3036
127 200 17399 2022 3013
128 200 17472 2021 3037
129 200 17544 2029 3060
130 200 17615 2048 3066
131 200 17685 2052 3025
132 200 17754 2048 3094
133 200 17822 2069 3120
134 200 17889 2089 3129
135 200 17955 2075 3115
136 200 18020 2099 3139
137 200 18084 2120 3162
138 200 18147 2107 3119
139 200 18209 2133 3191
140 200 18270 2130 3157
141 200 18330 2137 3161
142 200 18389 2153 3218
143 200 18447 2159 3178
144 200 18504 2175 3218
145 200 18560 2186 3217
146 200 18615 2185 3187
147 200 18669 2195 3226
148 200 18722 2207 3250
149 200 18774 2200 3255
150 200 18825 2216 3274
151 200 18875 2240 3265
152 200 18924 2234 3265
153 200 18972 2237 3260
154 200 19019 2270 3333
155 200 19065 2264 3324
156 200 19110 2291 3342
157 200 19154 2262 3298
158 200 19197 2296 3363
159 200 19239 2302 3340
160 200 19280 2304 3359
161 200 19320 2305 3373
162 200 19359 2334 3391
163 200 19397 2314 3379
164 200 19434 2349 3426
165 200 19470 2342 3394
166 200 19505 2356 3411
167 200 19539 2360 3424
168 200 19572 2371 3436
169 200 19604 2394 3435
170 200 19635 2396 3465
171 200 19665 2389 3441
172 200 19694 2394 3458
173 200 19722 2413 3485
174 200 19749 2426 3496
175 200 19775 2450 3519
176 200 19800 2440 3494
177 200 19824 2444 3496
178 200 19847 2431 3494
179 200 19869 2462 3540
180 200 19890 2478 3557
181 200 19910 2470 3543
182 200 19929 2487 3568
183 200 19947 2508 3565
184 200 19964 2497 3571
185 200 19980 2520 3588
186 200 19995 2506 3566
187 200 20009 2536 3614
188 200 20022 2544 3601
189 200 20034 2560 3642
190 200 20045 2559 3628
191 200 20055 2576 3647
192 200 20064 2558 3644
193 200 20072 2574 3667
194 200 20079 2585 3670
195 200 20085 2584 3665
196 200 20090 2610 3685
197 200 20094 2594 3692
198 200 20097 2628 3723
199 200 20099 2647 3729
200 200 20100 2642 3737
