1 40 40 40 174
2 40 79 64 201
3 40 117 82 231
4 40 154 93 220
5 40 190 104 215
6 40 225 114 239
7 40 259 127 246
8 40 292 138 268
9 40 324 146 259
10 40 355 161 259
11 40 385 173 289
12 40 414 178 272
13 40 442 170 295
14 40 469 186 295
15 40 495 191 298
16 40 520 198 306
17 40 544 206 320
18 40 567 225 311
19 40 589 221 355
20 40 610 217 345
21 40 630 239 361
22 40 649 245 341
23 40 667 246 365
24 40 684 250 373
25 40 700 255 370
26 40 715 267 391
27 40 729 273 394
28 40 742 278 390
29 40 754 280 394
30 40 765 284 409
31 40 775 289 416
32 40 784 301 421
33 40 792 302 434
34 40 799 311 429
35 40 805 320 451
36 40 810 325 459
37 40 814 330 463
38 40 817 337 468
39 40 819 342 469
40 40 820 348 479
