1 60 60 60 309
2 60 119 74 338
3 60 177 121 364
4 60 234 125 388
5 60 290 156 360
6 60 345 174 380
7 60 399 187 397
8 60 452 219 375
9 60 504 209 426
10 60 555 222 435
11 60 605 249 457
12 60 654 254 443
13 60 702 258 427
14 60 749 262 467
15 60 795 270 477
16 60 840 282 476
17 60 884 300 478
18 60 927 298 498
19 60 969 311 508
20 60 1010 317 498
21 60 1050 337 521
22 60 1089 330 522
23 60 1127 339 546
24 60 1164 333 555
25 60 1200 354 547
26 60 1235 371 578
27 60 1269 357 544
28 60 1302 372 571
29 60 1334 379 570
30 60 1365 384 573
31 60 1395 393 583
32 60 1424 396 609
33 60 1452 406 616
34 60 1479 416 633
35 60 1505 427 640
36 60 1530 424 632
37 60 1554 444 637
38 60 1577 448 660
39 60 1599 452 673
40 60 1620 457 667
41 60 1640 474 677
42 60 1659 474 670
43 60 1677 479 685
44 60 1694 485 703
45 60 1710 498 716
46 60 1725 498 703
47 60 1739 510 727
48 60 1752 511 719
49 60 1764 511 729
50 60 1775 520 738
51 60 1785 529 753
52 60 1794 538 750
53 60 1802 540 769
54 60 1809 533 754
55 60 1815 558 782
56 60 1820 559 781
57 60 1824 569 799
58 60 1827 567 790
59 60 1829 583 803
60 60 1830 579 798
