1 30 30 30 135
2 30 59 42 136
3 30 87 62 140
4 30 114 75 151
5 30 140 81 161
6 30 165 97 168
7 30 189 98 174
8 30 212 108 180
9 30 234 112 183
10 30 255 117 194
11 30 275 123 204
12 30 294 133 210
13 30 312 140 209
14 30 329 148 230
15 30 345 153 232
16 30 360 157 239
17 30 374 167 243
18 30 387 171 250
19 30 399 179 251
20 30 410 180 268
21 30 420 185 265
22 30 429 195 272
23 30 437 202 283
24 30 444 206 283
25 30 450 212 292
26 30 455 215 294
27 30 459 216 298
28 30 462 224 305
29 30 464 234 323
30 30 465 236 321
